x,y
5.45,11.80
5.31,8.30
-5.57,-5.17
-1.33,1.91
8.94,10.33
-2.70,0.46
-5.79,-11.37
-7.10,-4.90
0.01,6.10
4.35,10.87
9.19,19.58
1.77,6.67
1.63,7.06
-9.47,-11.76
-7.05,-4.13
-8.98,-4.33
-9.46,-9.81
-5.94,-6.24
0.14,3.38
4.94,6.78
7.45,17.34
4.76,8.25
2.53,6.98
9.60,13.20
6.80,16.99
5.01,9.21
2.88,8.57
6.77,10.31
6.50,10.16
-7.10,-2.53
6.54,5.47
-2.93,1.68
1.55,9.30
8.69,20.82
7.07,17.32
-1.34,0.72
-6.31,-15.62
-4.98,1.15
-5.25,-4.42
2.44,9.48
7.91,13.35
-4.86,-2.52
-2.67,5.04
-2.34,-0.65
9.52,21.35
5.65,9.19
0.09,4.51
6.70,11.52
3.44,4.12
-2.17,-3.19
0.67,4.25
8.91,17.73
6.89,14.09
2.72,7.14
5.97,13.77
3.18,9.15
2.02,9.50
7.82,12.45
-6.35,-1.87
-9.39,-12.99
-5.28,-5.39
9.83,15.12
-5.50,-4.39
-8.49,-6.91
0.48,2.83
4.38,17.08
-3.91,-3.85
8.02,22.79
0.90,4.20
0.22,1.57
-0.65,1.97
-8.89,-9.98
-0.11,4.14
-3.63,-1.94
2.54,9.94
8.16,9.01
-9.67,-6.39
9.55,27.63
6.16,17.47
-7.68,-15.11
9.57,20.87
-3.94,-3.20
9.04,17.79
-2.43,-0.39
-3.06,-0.91
2.54,11.22
-3.25,-6.51
-8.51,-1.38
0.34,10.45
-2.89,-3.08
-5.99,-9.10
7.43,14.60
-5.69,-5.04
-7.51,-9.22
1.34,6.40
3.19,5.47
5.20,14.35
9.10,16.79
1.39,6.74
-4.14,-5.97
-0.76,-3.03
-5.48,3.48
0.63,-0.80
2.79,2.30
-1.95,0.97
-7.97,-0.06
2.96,3.04
-2.28,1.18
-4.15,-3.50
8.03,18.89
-7.23,-12.32
6.97,3.41
6.24,8.69
-3.45,-0.29
5.95,11.87
-3.35,-1.92
-6.23,-1.40
5.16,7.18
-0.05,4.15
7.54,11.11
-1.38,0.70
-6.76,-10.60
-7.43,-9.28
3.84,6.89
-0.31,-3.96
-1.54,2.53
-8.52,-11.17
3.94,8.81
2.19,9.01
-9.15,-18.05
2.90,5.28
5.13,12.45
5.48,11.46
-9.78,-14.37
-3.77,-2.52
-7.81,-9.09
4.68,14.62
6.51,8.75
-9.11,-10.92
7.03,8.30
-7.88,-5.59
7.23,11.31
2.72,6.75
1.06,5.64
-7.78,-6.59
-0.27,2.85
-5.99,-8.67
-6.61,-12.95
3.19,13.78
6.28,17.59
-7.35,-7.85
-7.16,-10.05
-0.80,6.00
-0.24,5.20
9.55,13.57
9.51,11.71
9.05,20.65
9.78,10.32
9.23,18.03
-7.79,-13.10
-2.94,0.36
4.11,7.61
-6.72,-11.18
-8.81,-9.52
7.51,13.42
4.70,8.09
4.30,12.77
-8.17,-5.97
3.13,10.98
-9.00,-15.31
2.80,2.38
8.67,11.57
8.63,12.52
-5.67,-8.49
-7.31,-7.03
6.76,4.57
-0.05,2.93
3.96,1.80
-3.23,-0.33
2.79,11.17
-1.29,1.62
-0.46,2.64
-2.11,-0.61
-2.67,-9.47
5.46,13.80
9.85,24.66
0.13,1.00
-7.38,-16.51
-1.35,1.19
-4.75,-2.57
-3.75,-3.20
0.33,2.87
6.54,7.71
8.61,17.80
8.57,20.91
5.50,7.86
1.60,7.38
4.38,11.64
-2.19,0.75
-4.33,1.71
-1.51,1.97
-1.66,1.64
5.75,11.96
-3.34,-4.84
-2.77,0.04
5.14,16.56
0.32,2.98
4.06,9.38
5.45,12.30
8.54,22.82
1.61,6.71
8.27,15.52
-7.85,-6.94
4.99,17.83
9.64,14.88
-7.26,-5.53
3.77,5.38
0.60,5.70
-9.26,-12.67
-8.96,-7.32
4.70,14.60
-0.33,2.76
9.44,25.53
9.28,16.95
-7.72,-2.46
-4.37,1.37
-8.72,-14.08
2.45,10.97
-7.20,-9.79
-5.50,-3.25
1.68,7.52
-9.74,-12.04
-8.22,-6.69
7.63,14.86
5.61,10.82
-1.32,2.15
7.60,8.38
-8.62,-10.55
-0.88,7.28
0.51,4.45
9.63,21.81
8.68,19.17
3.81,9.79
7.51,17.99
-0.23,4.15
-6.78,-4.36
-8.71,-11.83
-7.81,-10.52
-1.01,2.37
-6.50,-7.66
-6.67,-10.01
5.41,13.20
7.43,14.89
-6.59,-3.04
7.31,19.24
4.13,7.31
-5.37,-5.14
-3.68,-6.17
-9.40,-6.20
1.72,6.22
-5.97,-8.70
-5.24,-6.76
-5.77,-3.79
5.82,6.44
-1.59,-3.98
-3.02,-4.68
-2.47,-3.04
-1.14,-3.76
5.41,9.47
-0.95,0.84
3.58,5.35
2.95,6.34
6.75,15.26
-3.58,-8.91
-8.25,-9.55
-1.90,-2.27
-5.97,-2.70
9.25,17.30
-8.76,-14.04
-0.48,1.93
-1.58,-2.48
2.00,2.93
-4.14,-6.14
2.03,8.50
5.99,9.37
6.77,21.44
9.83,8.39
6.95,13.56
9.67,16.43
9.42,9.01
9.71,22.29
9.36,25.86
-3.24,-4.35
-3.08,-0.57
4.64,6.11
-6.98,-12.00
2.53,9.01
-5.29,-6.28
-7.17,-10.45
-7.76,-15.01
-6.12,-7.80
-2.22,-2.30
-2.45,-3.22
-4.76,0.31
-3.31,-0.40
-9.57,-13.17
-5.41,-5.87
-5.77,-8.18
-6.35,-1.15
-3.66,-4.57
1.27,1.92
-3.60,-4.07
5.18,5.00
8.29,19.67
-5.25,-4.06
7.95,15.81
-9.27,-11.16
8.52,8.90
-9.66,-6.84
1.27,2.07
-9.20,-10.06
-4.80,-0.78
-9.40,-11.69
-3.85,-3.81
2.76,5.66
3.62,12.33
-8.57,-8.67
2.06,6.92
3.84,5.72
9.66,15.59
-8.41,-15.08
-8.81,-9.84
-7.63,-2.21
-7.00,-9.15
2.62,6.31
7.35,13.28
-0.83,-2.55
-8.99,-12.60
-1.92,2.51
-8.34,-10.67
1.07,4.05
-0.55,1.11
-7.91,-7.97
-8.53,-10.26
-1.44,-7.29
-8.22,-4.98
1.94,4.66
-3.16,0.20
-0.47,2.68
9.82,15.54
9.28,15.66
5.49,9.09
-5.63,-6.89
4.12,8.99
-2.09,0.59
-3.17,-2.92
-1.26,0.28
-9.07,-10.51
-3.47,-3.51
-9.34,-11.25
1.61,5.79
-1.22,-1.34
-6.15,-11.42
0.67,8.65
7.25,15.48
5.40,12.34
-7.63,-3.64
6.47,8.21
-6.82,-14.85
-3.29,-0.45
1.65,5.53
5.90,4.85
0.79,4.72
8.02,13.64
-9.14,-4.43
9.93,12.41
1.27,2.63
-4.50,1.62
-4.14,-8.33
3.81,13.81
-3.08,-0.28
-8.17,-11.90
6.09,15.23
7.43,14.22
-0.76,3.77
3.23,7.30
4.08,9.65
-9.55,-9.44
0.90,1.36
-5.62,-5.05
7.16,18.38
-6.67,-6.11
9.93,17.39
3.93,9.57
-8.13,-10.65
-3.96,1.42
-7.17,-8.76
-3.40,0.43
-9.97,-10.04
-6.58,-7.20
5.28,9.77
3.73,3.31
-7.77,-9.96
7.29,12.24
-0.17,7.93
-1.42,4.95
5.81,8.18
8.27,17.05
-6.27,-6.29
-9.62,-14.96
6.11,11.65
-3.69,-4.02
-7.00,-10.01
6.59,13.86
9.59,20.53
-9.43,-8.23
-3.21,2.83
6.89,8.30
9.11,15.70
0.22,6.73
-8.28,-11.57
9.60,18.44
-3.62,-3.25
-1.94,5.17
7.99,12.35
-4.13,-4.25
-4.06,-0.87
0.48,7.27
-2.13,-3.06
-0.23,9.77
-7.94,-5.97
-6.27,-7.35
-7.07,-9.73
-3.00,-4.56
-9.80,-10.59
-8.69,-4.77
3.48,7.39
-1.26,2.71
1.13,-0.06
-6.77,-3.01
-2.48,1.74
-9.37,-10.16
-5.53,-1.29
6.25,10.72
-3.07,-6.53
-0.17,1.53
2.85,5.87
-7.20,-6.27
4.14,4.55
8.90,9.90
2.19,3.99
-5.96,-8.67
2.80,7.90
-7.97,-12.60
-3.25,-0.58
-4.91,-7.81
0.61,4.62
-7.60,-7.16
9.99,18.18
-2.82,3.87
3.17,8.81
-3.61,-5.71
0.75,3.64
-7.37,-9.43
0.82,5.09
-8.86,-11.32
2.39,11.97
0.06,0.02
1.92,4.86
-1.01,1.93
-4.53,3.50
3.47,9.42
-5.62,-5.48
-9.11,-3.21
0.78,6.18
5.28,11.56
-5.78,-6.26
3.23,11.19
0.26,7.19
9.87,11.40
5.15,16.56
-4.15,-3.81
-4.15,-4.98
8.14,13.70
-2.01,1.18
6.76,16.84
-4.46,-6.28
6.15,14.51
6.17,13.41
4.44,8.89
-9.77,-8.59
8.56,13.08
-5.53,-0.88
-8.21,-10.86
-5.06,1.10
-3.57,1.60
-5.65,-7.44
5.35,11.99
3.58,8.69
6.82,13.44
-9.68,-11.16
-3.44,-6.77
-4.36,-3.33
-9.92,-10.33
-0.83,0.62
6.58,16.25
7.56,17.77
-8.65,-6.65
-9.44,-12.88
-7.22,-6.72
-4.61,-5.08
7.93,8.99
-5.85,-7.48
-8.49,-7.14
0.65,0.13
-3.10,4.61
8.43,17.73
-3.00,4.97
-2.95,-3.29
-3.83,-3.75
-7.93,-8.45
9.61,14.45
-4.06,-4.77
-8.40,-9.10
5.29,13.27
-0.40,4.12
-4.54,-4.06
3.85,2.89
-3.00,4.18
9.32,11.12
-9.63,-15.02
2.33,3.99
-8.51,-14.14
-7.19,-15.77
7.37,24.96
1.34,7.57
5.23,9.25
-6.62,-10.46
-4.31,-2.06
-1.76,0.67
8.30,18.19
6.06,13.01
8.84,23.12
3.93,15.54
8.83,11.37
3.15,10.73
5.42,12.95
-5.07,-4.85
-2.73,-3.80
-8.06,-10.50
-7.95,-7.98
-0.25,4.45
-2.23,-0.23
-7.56,-15.07
-7.30,-12.68
-4.35,-1.31
-5.51,-4.45
-7.69,-10.08
-4.11,-6.57
5.88,16.21
-4.64,-1.60
8.57,22.02
7.39,10.70
6.81,16.51
-5.09,-0.61
4.89,12.72
-7.22,-11.62
9.41,13.60
7.15,14.94
4.04,8.90
6.73,14.82
-9.91,-19.78
4.77,10.34
-3.44,-3.60
-1.83,-2.68
6.27,15.88
8.28,18.44
9.37,12.92
0.03,6.53
-0.37,0.61
-4.85,-6.18
-3.88,-4.80
4.98,8.07
-5.68,-7.20
-2.59,2.31
8.35,14.21
-4.80,-7.64
-8.23,-8.01
-3.58,5.02
-6.51,-9.15
-8.09,-9.63
0.83,2.06
-0.57,1.86
-3.64,-4.69
-3.96,-0.45
-4.64,-2.91
3.11,7.84
-7.81,-8.00
-2.60,-2.09
4.85,9.95
-7.13,-10.22
6.86,19.36
-8.78,-7.90
-0.92,8.64
-4.01,0.47
-1.15,4.78
9.20,12.63
0.95,4.48
8.09,11.09
2.69,3.97
-3.78,-5.41
-3.99,0.35
-9.84,-11.09
4.00,8.41
-0.53,0.66
1.43,4.17
5.91,12.02
2.18,6.41
9.54,16.46
8.95,20.20
8.87,13.75
3.81,4.83
-6.61,-15.48
3.53,9.66
4.15,6.11
-2.26,1.90
-3.34,-3.38
2.76,2.61
-2.91,2.63
1.12,4.95
3.17,12.59
-4.95,-1.96
1.97,6.82
9.01,14.27
-3.52,-4.34
7.89,11.80
-5.02,-1.65
-8.87,-10.95
3.95,13.00
6.51,11.29
1.14,-0.79
6.05,13.39
-6.49,-6.71
-6.95,-6.35
4.09,12.00
2.62,10.46
-3.01,-4.14
7.73,19.67
-2.17,-1.68
2.34,7.64
-5.20,-6.44
0.15,5.26
-5.42,-3.63
0.48,12.36
-0.31,2.84
8.07,18.95
0.41,-0.42
7.30,3.63
4.66,16.35
-9.13,-4.94
8.17,6.30
-7.79,-7.43
-4.81,-4.69
-8.46,-13.24
-0.62,-0.60
4.85,5.96
5.55,15.62
3.15,8.98
-1.08,2.94
-0.87,7.27
-4.77,-11.03
8.47,16.65
3.08,4.06
-7.63,-11.33
-5.27,3.82
-1.48,0.31
-2.24,1.79
3.89,11.21
2.29,10.18
4.46,7.25
9.32,19.10
0.98,7.52
-2.36,-1.67
-4.17,0.86
9.49,17.60
-9.31,-9.53
-0.33,-0.67
-8.83,-10.32
-0.99,2.94
6.86,18.71
-9.65,-15.69
1.13,8.10
1.77,3.91
-5.35,-7.32
-6.80,-12.89
-0.48,2.23
-1.15,-0.17
-4.93,-2.25
5.91,14.30
-4.47,-0.47
-0.64,-0.76
-0.03,2.02
7.46,18.17
4.38,8.26
-1.02,2.26
-9.48,-9.86
7.27,18.09
-1.36,4.88
-5.35,-8.57
1.21,3.59
-5.57,-4.80
-4.85,-0.23
0.91,2.63
5.41,16.66
-8.21,-9.16
-9.87,-14.05
0.94,7.76
6.00,11.13
4.60,5.24
-7.15,-7.30
-6.16,-2.78
6.59,13.63
-2.05,5.38
6.47,18.37
1.72,8.72
4.68,16.03
-8.75,-5.65
6.15,12.83
2.07,3.93
-0.63,4.20
8.28,16.72
9.47,15.66
-0.03,5.55
-4.47,-0.82
-4.50,-1.30
2.95,9.46
-3.40,-3.23
-8.58,-8.99
7.99,11.37
-2.53,0.36
8.03,20.34
-3.69,-9.86
3.42,5.22
-7.70,-6.40
5.80,6.93
8.46,17.62
-0.03,-0.05
8.39,12.56
-4.38,2.56
5.76,7.28
9.09,13.13
-7.99,-8.43
-2.88,2.25
9.08,17.10
-4.02,-1.39
-4.16,-0.01
0.26,1.67
-5.85,-14.94
8.36,18.31
-1.44,3.72
6.51,15.52
-6.30,-7.40
-2.07,-0.08
-3.09,2.89
-0.82,2.15
-1.40,0.18
-8.43,-11.10
-5.44,-7.85
-9.51,-11.72
0.79,4.62
-6.37,-3.95
7.19,15.06
-2.70,0.09
-7.88,-6.83
-3.86,-1.81
-5.16,-4.42
-2.46,-0.63
9.99,16.91
7.01,10.89
-0.67,2.73
3.37,3.75
6.73,4.94
9.13,22.37
8.54,8.60
-7.13,0.61
2.19,6.08
0.11,4.10
0.47,4.98
8.14,14.03
4.46,8.85
3.56,9.41
-9.32,-7.91
5.19,14.93
5.30,11.57
1.12,8.41
-0.75,5.92
-1.10,0.15
9.36,10.74
7.77,7.19
6.59,9.17
6.92,12.17
5.33,7.75
-9.16,-9.05
2.89,8.21
-0.50,-1.71
-4.91,-6.07
-5.19,-3.75
7.03,16.53
2.75,12.29
0.00,3.88
5.40,13.15
1.64,7.32
7.37,12.78
-8.27,-10.75
2.30,9.70
9.53,17.20
-4.01,-3.49
4.03,9.45
-4.29,0.50
-0.65,0.97
-8.57,-9.89
-0.53,4.26
-5.29,-5.03
-3.58,-0.67
-9.64,-14.40
9.34,13.34
-3.18,-3.62
-5.76,-4.92
9.06,20.40
7.33,14.40
-4.78,0.87
4.36,10.91
-5.67,-9.50
-7.56,-9.88
-7.27,-5.69
1.71,4.13
-0.30,9.04
7.54,14.30
2.67,3.78
9.41,15.26
1.54,5.41
-4.04,-6.38
2.09,1.31
5.30,6.84
8.74,21.16
-6.78,-1.22
-1.35,1.91
-2.55,3.21
1.10,4.15
-1.95,-2.15
4.21,7.59
9.50,9.73
9.99,18.22
7.94,15.13
5.46,10.71
-0.24,-0.54
-5.86,-3.69
1.10,10.68
8.89,22.32
-2.14,0.19
-3.62,-6.75
-8.73,-11.88
8.24,12.51
8.29,10.51
2.32,8.27
2.73,6.42
7.78,17.57
2.49,8.81
9.58,19.07
6.19,7.09
1.27,7.53
-5.24,-0.86
1.53,0.34
-6.20,-7.89
9.31,18.38
-5.39,-4.50
4.76,11.40
-8.46,-9.53
-4.86,-5.86
-8.25,-7.85
-1.27,0.28
7.11,8.24
7.23,15.89
1.90,9.22
-5.95,-5.40
-8.98,-11.31
1.82,9.13
6.77,26.50
-2.73,0.87
-6.58,-5.81
5.72,7.72
-9.98,-13.10
6.91,8.94
6.33,15.91
-3.27,-7.34
3.36,14.24
1.84,7.11
-5.10,-2.29
-2.39,3.31
-6.84,-9.50
4.22,9.02
2.42,7.41
-3.36,-4.27
7.49,10.98
-2.60,-2.05
0.82,3.99
-6.66,-9.85
3.48,6.96
7.30,18.30
-5.07,-13.73
-2.94,4.63
-9.58,-17.14
4.48,10.71
0.09,-5.52
5.93,7.19
-3.13,-0.40
1.18,5.31
5.45,18.32
-8.44,-9.26
0.16,6.77
-6.03,-8.58
-9.70,-8.15
9.78,19.09
-7.07,-12.26
-6.52,-1.29
2.88,7.29
-4.30,-3.08
-6.63,-7.37
0.02,2.55
3.41,4.05
2.70,4.22
0.02,2.58
-3.47,-4.69
-9.38,-13.99
-2.35,0.03
8.76,18.93
4.34,7.84
9.06,17.09
8.86,19.26
-4.24,-2.46
8.02,16.44
6.15,6.61
-1.12,-1.22
-2.59,1.38
-1.18,4.64
7.94,13.72
2.16,8.73
-0.09,3.88
-3.15,-4.04
-4.14,-3.93
2.43,10.20
-9.88,-8.93
-3.28,-5.79
-5.17,-0.87
5.01,2.99
7.87,22.12
9.79,23.80
-6.58,-5.69
-3.83,-4.75
-8.10,-12.98
0.86,6.21
-9.24,-13.76
2.83,10.40
-1.67,0.08
-6.03,-8.59
4.14,13.06
8.91,10.93
-6.34,-8.79
-7.36,-11.20
-0.26,2.33
-1.63,3.02
-6.32,-2.54
-3.71,-2.87
-8.12,-11.62
7.41,15.02
-5.69,-9.56
2.12,-2.31
-6.04,-11.50
6.16,9.68
5.71,12.92
4.96,13.91
-4.22,-5.91
0.08,5.31
8.53,20.15
6.47,14.39
8.30,18.95
-5.50,-8.79
-3.51,0.80
1.76,9.68
8.61,17.20
3.11,7.96
-2.45,-0.31
-2.70,-3.98
-5.35,-5.03
1.35,5.18
-8.91,-5.74
6.65,13.90
3.09,6.02
7.83,13.18
7.53,7.61
-3.58,3.18
-9.20,-13.32
8.17,23.03
1.84,6.95
4.19,6.38
-9.26,-10.29
8.54,12.99
-4.61,-3.97
1.44,2.86
-1.76,-4.75
-5.28,-5.41
-8.34,-10.61
4.22,7.29
-3.38,-3.54
-1.64,-0.19
8.52,12.84
9.68,19.89
-4.98,-8.90
3.62,11.41
-2.19,3.12
-7.66,-10.28
-2.93,-0.64
-7.40,-13.04
-3.16,-5.58
-3.15,-4.43
3.28,4.82
0.91,3.54
3.42,0.74
-2.93,-3.07
4.46,10.65
1.96,4.16
-6.42,-14.02
6.52,11.07
9.32,18.96
9.82,18.95
5.00,8.92
3.10,10.51
2.25,8.92
2.29,9.82
8.17,14.82
0.78,8.72
-2.74,1.33
-4.43,-7.61
6.93,14.87
-7.31,-7.57
0.13,1.39
-1.48,6.66
-5.79,-11.09
4.88,11.29
4.31,7.33
4.27,12.26
9.36,20.39
-3.51,-3.02
8.60,13.04
8.41,10.39
-9.46,-3.94
-8.10,-12.76
9.67,7.95
-5.18,-3.30
-6.50,-10.19
5.48,7.05
-1.18,5.55
9.02,20.87
-8.97,-3.23
7.39,11.80
4.52,6.42
8.45,14.00
9.24,25.59
-1.73,-0.83
-4.86,-7.76
2.06,3.38
1.94,8.92
7.00,13.93
7.51,12.93
-7.64,-6.55
0.44,1.61
-3.09,0.28
1.96,8.92
-9.55,-16.89
1.18,1.83
-9.53,-16.44
2.64,6.35
-1.85,2.42
-9.78,-8.50
9.49,21.50
-4.46,-1.71
-9.50,-6.81
8.02,13.28
-1.02,-1.03
9.21,14.47
-3.17,-2.86
5.85,9.11
-1.09,4.09
1.75,7.42
6.57,11.92
-3.60,-7.39
-3.49,-3.67
-7.00,-6.69
3.45,4.05
-8.93,-12.62
-1.10,0.57
-9.05,-13.49
-8.34,-7.13
-9.29,-12.32
-8.72,-13.39
9.14,22.35
-2.99,-7.64
3.04,11.37
0.60,3.93
-5.72,-8.07
-2.44,-1.22
4.46,6.30
-9.53,-9.19
-6.91,-2.37
3.76,15.99
6.63,7.37
-7.55,-6.13
-2.28,-2.26
7.41,12.15
8.31,13.89
3.21,9.87
-7.02,-12.74
-4.66,-1.80
9.47,18.09
4.39,7.91
4.58,10.99
2.56,8.61
2.17,2.40
-0.94,0.89
8.96,22.56
0.13,3.42
-8.82,-9.91
-6.52,-8.51
0.09,7.58
8.89,24.02
-9.37,-15.22
2.08,8.28
7.27,14.58
5.70,7.10
1.36,1.58
-1.67,2.28
8.83,14.29
9.38,13.30
-0.47,1.28
6.73,14.31
3.18,7.89
-1.44,2.99
9.80,22.20
5.13,8.36
0.48,3.60
-5.30,-7.79
8.34,6.69
-5.23,-2.69
-8.33,-9.86
-7.98,-11.49
0.35,11.53
4.96,5.13
-0.73,2.27
7.56,14.21
-8.01,-3.69
3.06,11.34
9.25,21.76
-1.37,0.80
8.36,17.03
9.07,16.68
-6.84,-6.78
9.51,16.09
-6.31,-5.57
-7.01,-0.45
1.12,5.03
-5.18,-4.53
8.25,18.35
7.39,13.73
1.31,1.89
3.64,6.66
4.34,6.54
-1.61,1.17
2.58,5.81
1.05,0.16
-2.67,-5.55
8.23,15.52
-8.44,-10.76
1.70,7.46
2.61,4.72
4.26,6.23
4.25,8.80
-4.13,2.89
-1.38,5.16
-5.15,-3.46
7.08,16.42
-1.69,-1.02
7.51,17.47
2.52,9.75
8.25,6.26
1.60,4.02
-7.81,-12.23
-3.29,1.14
0.78,2.12
6.61,13.96
-4.28,-8.41
-2.96,-0.84
-2.33,3.34
0.16,1.70
3.73,7.15
8.12,12.71
8.33,16.20
6.41,13.06
-8.29,-10.09
-6.71,-9.28
9.24,15.35
-2.72,-0.06
6.23,10.94
0.74,2.82
9.95,16.62
8.16,21.64
4.13,1.40
-2.46,-0.04
-5.11,-10.25
4.91,14.62
-8.87,-18.48
7.80,13.94
-7.31,-11.45
-1.22,-3.72
-1.28,1.95
-6.62,-8.98
9.68,12.54
1.12,-0.40
8.75,18.09
8.17,19.36
4.58,12.50
0.62,2.38
2.48,2.57
-6.53,-1.40
-4.97,-4.70
3.00,6.69
-8.73,-13.71
-9.33,-11.53
9.91,19.68
-3.13,-1.24
6.81,16.62
-6.63,-12.73
-8.17,-5.13
-6.84,-8.50
-5.16,-6.48
-3.36,-5.58
-0.15,6.75
-2.38,6.21
7.45,18.64
8.00,12.91
-8.53,-9.51
-9.29,-14.69
3.54,4.25
-3.42,-0.79
-6.09,0.94
-6.18,-8.86
-6.99,-9.57
2.86,10.46
-7.47,-9.33
-0.88,6.09
-3.53,6.07
6.70,19.18
-7.30,-6.70
2.50,7.11
-6.47,-3.88
-3.03,0.11
3.75,6.20
8.62,12.25
-0.36,-3.43
7.12,15.41
-5.61,-6.46
1.31,6.61
1.20,9.09
0.41,-1.46
3.11,6.06
0.67,9.42
8.48,14.82
-4.52,-3.49
-2.31,-6.96
9.87,6.35
-0.54,-0.57
-5.30,-2.09
5.92,7.86
-8.97,-6.75
2.60,11.96
-0.64,-1.06
1.71,5.59
0.12,-0.06
3.17,12.08
-9.14,-11.17
7.11,22.06
7.02,17.97
-1.44,2.49
-2.99,1.02
-6.64,-4.23
-9.66,-12.14
-4.90,-3.64
2.84,7.77
-0.31,-0.72
3.29,11.81
-9.00,-9.68
-7.09,-6.94
-7.67,-4.37
9.62,15.05
-5.30,-9.53
2.21,5.98
5.52,14.22
-2.61,-1.77
0.97,4.45
3.69,11.83
5.40,9.19
1.10,4.76
-4.56,-4.45
7.60,20.72
-2.81,-1.51
-9.39,-18.92
-9.57,-9.54
2.51,11.29
1.55,6.49
-8.55,-17.27
0.31,3.33
-2.50,-5.88
1.98,4.01
8.31,14.38
-6.28,-6.10
-5.26,-4.47
4.62,13.91
-1.41,1.76
-4.79,-0.04
-0.95,3.90
-8.86,-13.85
-0.35,2.05
1.35,2.10
2.86,5.17
-4.82,-2.80
-9.86,-14.00
6.64,13.11
-7.54,-9.62
5.68,15.96
2.29,4.56
-3.79,-5.82
-2.74,-4.25
9.53,13.68
1.62,3.90
9.56,19.34
6.41,15.80
-2.10,-0.41
-1.61,-2.06
-9.49,-16.50
6.20,12.65
-4.19,-3.69
4.97,6.68
-4.98,-4.45
8.21,9.40
-4.38,-2.35
-1.22,1.09
5.31,9.48
-2.57,-4.11
8.06,19.26
2.19,8.71
6.01,9.64
-2.34,-6.21
-0.08,5.64
-5.86,-6.28
-9.37,-7.94
-9.39,-4.97
-5.72,-7.62
-3.14,-2.02
-4.32,4.40
-3.09,-0.80
7.80,4.95
4.53,7.97
5.15,8.98
8.94,16.26
-7.29,-5.87
-2.09,-3.47
0.91,8.45
8.78,18.24
5.82,14.12
-3.10,2.57
-1.38,3.88
1.46,3.24
6.94,15.85
-0.11,-1.72
-9.18,-14.78
-4.57,-3.33
-4.59,2.46
-6.32,-7.00
-0.74,-0.73
7.22,16.33
8.70,17.36
4.48,9.31
-5.14,-9.73
6.18,13.08
-9.97,-12.09
1.51,5.52
4.07,7.29
3.83,6.48
-2.85,0.00
-6.21,-5.47
6.34,12.31
-9.93,-4.06
-6.56,-7.94
-8.12,-5.57
-1.31,3.08
7.96,16.69
5.43,9.82
-0.07,4.30
9.11,18.38
-1.58,-2.55
8.66,11.89
-9.37,-6.49
0.57,9.66
-9.13,-10.51
3.69,5.98
6.65,11.76
5.07,18.72
3.38,10.13
4.23,5.13
8.83,18.10
-2.39,0.82
7.80,19.88
-0.19,3.44
3.05,7.82
-7.64,-10.02
3.10,2.46
6.02,14.32
-6.72,-11.99
8.25,11.72
-0.32,-1.14
-4.66,-5.98
-6.60,-9.75
5.78,10.67
3.50,11.13
1.97,8.96
6.63,13.65
3.69,2.83
5.38,9.57
-10.00,-18.03
7.18,15.03
7.09,6.50
9.59,16.65
-6.86,-10.39
-5.49,-3.97
-8.34,-8.83
5.77,11.15
2.70,6.37
-7.81,-10.69
-0.26,4.60
-3.70,-8.46
-8.98,-4.84
-9.37,-10.33
7.30,11.20
7.09,16.54
4.16,7.22
3.74,12.49
5.78,7.32
5.03,13.56
-3.99,2.08
-1.63,-5.47
4.47,5.20
4.48,6.28
7.96,10.04
5.30,9.55
1.38,6.52
-3.41,0.86
-9.33,-7.21
-0.83,4.40
-1.95,2.35
-3.33,-0.55
-5.87,-6.83
-6.81,-13.24
6.81,6.08
-6.97,-2.78
2.89,11.84
3.04,7.86
3.53,11.57
7.62,11.91
-9.45,-12.82
4.52,9.58
9.17,20.86
7.71,12.96
-3.40,2.31
-5.97,-10.93
8.12,19.15
5.98,15.73
-5.37,-2.38
9.93,11.46
-1.31,0.56
-8.33,-17.47
6.20,15.59
-0.36,1.62
4.08,3.27
8.45,17.66
-8.29,-12.14
0.66,6.00
-0.38,1.51
-7.05,-7.93
-1.82,-3.63
4.20,8.87
-1.46,-3.08
-5.53,-4.93
-3.71,-5.23
-5.42,-8.56
-0.08,1.65
-7.04,-11.48
3.81,11.46
5.01,13.75
-9.47,-13.84
-1.78,1.50
3.88,3.12
-9.47,-5.92
4.25,3.33
7.17,9.52
-9.64,-11.20
-4.73,-1.38
7.30,14.21
8.23,6.93
-2.66,-2.13
2.60,11.00
4.00,11.24
8.83,12.87
1.94,6.78
1.24,2.81
-1.65,4.21
9.73,12.55
3.05,3.88
5.22,15.47
-4.01,-3.05
5.47,14.42
4.20,15.67
4.07,10.32
9.20,16.80
8.75,18.57
-2.00,-1.40
-6.54,-6.61
-7.31,-6.49
4.36,12.29
-1.94,5.60
-3.28,1.60
1.86,13.16
-6.04,-10.09
1.12,7.62
3.74,0.01
-1.22,2.30
1.30,2.31
8.75,20.20
-1.68,-0.12
2.78,7.29
-9.02,-15.65
-7.04,-6.94
7.44,12.12
7.04,10.52
2.56,8.50
8.05,17.94
-8.90,-11.56
-5.20,-10.51
-0.15,1.32
-5.15,-11.58
-8.92,-5.64
-7.79,-8.36
-4.62,-3.21
-7.33,-5.51
-2.98,0.12
0.97,2.16
-7.99,-11.54
-5.12,-7.62
9.98,11.02
2.83,4.74
-3.32,-6.45
-9.94,-10.00
-9.04,-7.40
-7.39,-9.21
2.18,10.81
